title,year,date,url,comments,cats
Red Hook Weekend Holiday Fun,2016,Dec 17th,http://www.star-revue.com/red-hook-weekend-holiday-fun/,,['Holidays']
Red Hook West Tenants Meeting – May 14th 2013,2013,May 15th,http://www.star-revue.com/red-hook-west-tenants-meeting-may-14th-2013/,,['Red Hook Houses']
Red Hook West elections to be December 10th.,2013,Dec 6th,http://www.star-revue.com/red-hook-west-elections-to-be-december-10th/,,['Red Hook Houses']
"Red Hook West hears from politicos, Justice Center and PSA, 1 by George Fiala",2015,Apr 6th,http://www.star-revue.com/red-hook-west-hears-from-politicos-justice-center-and-psa-1-by-george-fiala/,3,"['Lillie Marshall', 'Red Hook Houses']"
"Red Hook and the 1964 World’s Fair, by Mary Ann Pietanza",2014,Oct 25th,http://www.star-revue.com/red-hook-1964-worlds-fair-mary-ann-pietanza/,,['Feature Story']
"Red Hook at Work, by Micah B. Rubin",2014,Sep 2nd,http://www.star-revue.com/red-hook-work-micah-b-rubin/,4,['Uncategorized']
"Red Hook community reacts to EPA plan, by Nic Cavell",2013,Feb 23rd,http://www.star-revue.com/red-hook-community-reacts-to-epa-plan-by-nic-cavell/,,['Gowanus Canal']
"Red Hook cranes could be history, by Michael Cobb",2017,Jun 4th,http://www.star-revue.com/red-hook-cranes-history-michael-cobb/,,['Red Hook Containerport']
"Red Hook ferry location still up in the air, by George Fiala",2016,May 10th,http://www.star-revue.com/red-hook-ferry-location-still-air-george-fiala/,,"['Red Hook Containerport', 'Red Hook Ferry']"
"Red Hook firehouse celebrates centennial, words and photos by Kimberly Gail Price",2013,Jul 15th,http://www.star-revue.com/red-hook-firehouse-celebrates-centennial-words-and-photos-by-kimberly-gail-price/,,"['Feature Story', 'Fire Department']"
"Red Hook gathers at Borough Hall for ferry hearing, by George Fiala",2015,Oct 9th,http://www.star-revue.com/red-hook-gathers-at-borough-hall-for-ferry-hearing-by-george-fiala/,1,"['Transportation', 'Waterfront']"
"Red Hook gets its own business incubator, by George Fiala",2014,Dec 1st,http://www.star-revue.com/red-hook-gets-business-incubator-george-fiala/,,['Feature Story']
"Red Hook gets its very own record store, by Halley Bondy",2015,Sep 9th,http://www.star-revue.com/red-hook-gets-its-very-own-record-store-by-halley-bondy/,1,['Feature Story']
"Red Hook in the running for state economic development grant, by Nathan Weiser",2017,Mar 20th,http://www.star-revue.com/red-hook-running-state-economic-development-grant-nathan-weiser/,,['Uncategorized']
"Red Hook is King at week long SummerFest, by George Fiala",2015,Jun 9th,http://www.star-revue.com/red-hook-is-king-at-week-long-summerfest-by-george-fiala/,,['Arts']
"Red Hook loses  Two day Music Fest,  by George Fiala",2014,Oct 3rd,http://www.star-revue.com/red-hook-loses-two-day-music-fest-george-fiala/,,"['Feature Story', 'Music', 'Port Authority', 'Red Hook Containerport', 'Waterfront']"
"Red Hook resident dies after delayed ambulance response, by George Fiala",2014,May 31st,http://www.star-revue.com/red-hook-resident-dies-after-delayed-ambulance-response-by-george-fiala/,45,"['LICH', 'Red Hook Houses']"
"Red Hook residents reflect on Sandy,  5 years on, by Ramaa Reddy Raghavan",2017,Oct 24th,http://www.star-revue.com/red-hook-residents-reflect-sandy-5-years-ramaa-reddy-raghavan/,1,['Sandy Related']
"Red Hook still waiting for next stop light, by Sarah Matusek",2017,Jun 12th,http://www.star-revue.com/red-hook-still-waiting-next-stop-light-sarah-matusek/,,"['Quality of Life Issues', 'Transportation']"
"Red Hook studied by world’s largest chemical company, by George Fiala",2015,May 27th,http://www.star-revue.com/red-hook-studied-by-worlds-largest-chemical-company-by-george-fiala/,,['Feature Story']
"Red Hook to lose parking spaces, by Nathan Weiser",2018,Mar 8th,http://www.star-revue.com/red-hook-lose-parking-spaces-nathan-weiser/,,"['MTA', 'Parking']"
"Red Hook to vote on PB projects, by Kimberly Gail Price",2014,Mar 9th,http://www.star-revue.com/red-hook-to-vote-on-pb-projects-by-kimberly-gail-price/,,['Red Hook Houses']
"Red Hook today is firmly rooted in Red Hook of the past, by Mary Ann Pietanza",2015,Jan 26th,http://www.star-revue.com/red-hook-today-firmly-rooted-red-hook-past-mary-ann-pietanza/,2,"['Feature Story', 'Red Hook History']"
"Red Hook was the place to be this 4th of July, by Peter Axtman",2014,Jul 2nd,http://www.star-revue.com/red-hook-is-the-place-to-be-this-4th-of-july-by-peter-axtman/,1,['Holidays']
"Red Hook ‘coin man’ Beriah Wall to exhibit paintings, by Emily Kluver",2017,Apr 8th,http://www.star-revue.com/red-hook-coin-man-beriah-wall-exhibit-paintings-emily-kluver/,,['Arts']
"Red Hook ‘underdevelopment’ centerstage at NYC developer forum, by Noah Phillips",2017,Feb 20th,http://www.star-revue.com/red-hook-underdevelopment-centerstage-nyc-developer-forum-noah-phillips/,5,['Real Estate']
Red Hooked on New Year’s Parties 2019,2018,Dec 27th,http://www.star-revue.com/red-hooked-on-new-years-parties-2019/,,['Bars']
Red Hook’s Homemade Parade,2013,Oct 31st,http://www.star-revue.com/red-hooks-homemade-parade/,,['Uncategorized']
"Red Hook’s Night Out Against Crime, by George Fiala",2014,Aug 6th,http://www.star-revue.com/red-hooks-night-crime-george-fiala/,,"['Carlos Menchaca', 'Coffey Park', 'Community Organizations', 'Crime', 'Police']"
Red Hook’s Oh So Photogenic,2019,Apr 1st,http://www.star-revue.com/red-hooks-oh-so-photogenic/,,['Arts']
"Red Hook’s Professor at Large, By Noah Phillips",2016,Sep 3rd,http://www.star-revue.com/red-hooks-professor-large-noah-phillips/,1,['Sandy Related']
"Red Hook’s Summit Academy collects water for Flint, by Kimberly Gail Price",2016,Feb 11th,http://www.star-revue.com/red-hooks-summit-academy-collects-water-for-flint-by-kimberly-gail-price/,1,"['Education', 'Feature Story']"
Red Hook’s Summit Academy is in danger of closing,2019,Apr 3rd,http://www.star-revue.com/red-hooks-summit-academy-is-in-danger-of-closing/,,['Summit Academy']
"Red Hook’s auction house, by George Fiala",2014,Aug 2nd,http://www.star-revue.com/red-hooks-auction-house-george-fiala/,,"['Antiques', 'Red Hook Shopping']"
"Red Hook’s farm in rebuilding mode this year, by Diehl Edwards",2014,Aug 18th,http://www.star-revue.com/red-hooks-farm-rebuilding-mode-year-diehl-edwards/,,['Added Value Farm']
"Red Hook’s new Tenant Union, by George Fiala",2016,Jul 13th,http://www.star-revue.com/red-hooks-new-tenant-union-george-fiala/,,['Real Estate']
"Red Hook’s own Ornament Rock Star,  by Mary Ann Pietanza",2014,Feb 11th,http://www.star-revue.com/red-hooks-own-ornament-rock-star-by-mary-ann-pietanza/,,['Feature Story']
"Regina Opera’s Hansel & Gretel make for Holiday Fun, a review by Nino Pantano",2018,Dec 4th,http://www.star-revue.com/regina-operas-hansel-gretel-make-for-holiday-fun-a-review-by-nino-pantano/,,['Theater']
"Religion: Scanlan Glass Commissioned to  Make Gift for Pope Francis, By Laura Eng",2015,Nov 12th,http://www.star-revue.com/religion-scanlan-glass-commissioned-to-make-gift-for-pope-francis-by-laura-eng/,1,['Uncategorized']
"Religious News, by Laura Eng",2015,Jun 28th,http://www.star-revue.com/religious-news-by-laura-eng/,1,['Religious News']
"Remembering George, by George Fiala",2017,Jul 8th,http://www.star-revue.com/remembering-george-george-fiala/,13,['Obituary']
"Remembering a solid Red Hook citizen, by Nathan Weiser",2017,Sep 13th,http://www.star-revue.com/eugene-mack/,1,['Obituary']
"Report from the 76th Precinct Community Council meeting this week, by Keith Klein",2015,Oct 8th,http://www.star-revue.com/report-from-the-76th-precinct-community-council-meeting-this-week-by-keith-klein/,,['Police']
"Reporters Notebook – CB6 and the Oxford Nursing Home Saga, by George Fiala",2015,Dec 16th,http://www.star-revue.com/reporters-notebook-cb6-and-the-oxford-nursing-home-saga-by-george-fiala/,,"['Editorials', 'Oxford Nursing Home']"
"Reporters Notebook – Primary Day 2014, by George Fiala",2014,Sep 10th,http://www.star-revue.com/reporters-notebook-primary-day-2014-george-fiala/,,['Politics']
"Reporter’s notebook: Show Me a Hero, by Sarah Matusek",2017,Aug 4th,http://www.star-revue.com/reporters-notebook-show-hero-sarah-matusek/,,"['Feature Story', 'Food']"
Residents share bullying stories at Red Hook Library,2018,Nov 1st,http://www.star-revue.com/residents-share-bullying-stories-red-hook-library/,,['Red Hook Local Leaders']
Retro Library Open to Red Hook Residents,2018,Jun 4th,http://www.star-revue.com/retro-library-open-red-hook-residents/,,"['Arts', 'Pioneer Books', 'Pioneer Works']"
Review: She Would Be King,2018,Sep 14th,http://www.star-revue.com/review-she-would-be-king/,,[]
Review: Unwifeable,2018,Jun 4th,http://www.star-revue.com/review-unwifeable/,,['Books']
Review: ‘Bitches Talkin’,2019,Jan 22nd,http://www.star-revue.com/review-bitches-talkin/,,['Arts']
Rockfest promoter provides details,2014,Sep 3rd,http://www.star-revue.com/rockfest-promoter-provides-details/,,"['Port Authority', 'Red Hook Containerport']"
"Rocky Sullivan’s hosts Peacemaking fundraiser, by Nathan Weiser",2018,Jan 19th,http://www.star-revue.com/peacemaking-program-fundraiser-rocky-sullivans/,,['Peacemaking Program']
"SBIDC Executive Director moves to greener pastures, by Nathan Weiser",2017,Apr 24th,http://www.star-revue.com/sbidc-executive-director-moves-greener-pastures-nathan-weiser/,,"['Community Organizations', 'Red Hook Manufacturing', 'Waterfront']"
SLAVIC SOUL PARTY!: A Park Slope institution for nearly 15 years,2019,Feb 22nd,http://www.star-revue.com/slavic-soul-party-a-park-slope-institution-for-nearly-15-years/,,['Music']
SUMMIT BOYS CONTINUE THEIR WINNING WAYS,2019,Jan 3rd,http://www.star-revue.com/summit-boys-continue-their-winning-ways-by-nathan-weiser/,,"['Sports', 'Summit Academy']"
SUMMIT WINS!,2019,Mar 6th,http://www.star-revue.com/summit-wins/,,['Sports']
"SUNY Remains Defiant, by George Fiala",2013,Aug 19th,http://www.star-revue.com/suny-remains-defiant-by-george-fiala/,5,['LICH']
"SUNY spits in the face of NY State Supreme Court, by Kimberly Gail Price",2013,Jul 1st,http://www.star-revue.com/suny-spits-in-the-face-of-ny-state-supreme-court-by-kimberly-gail-price/,6,['LICH']
"SUNY’s plan to kill LICH, by Kimberly Gail PRice",2013,Mar 25th,http://www.star-revue.com/sunys-plan-to-kill-lich-by-kimberly-gail-price/,1,['LICH']
"Sad news, death of Matty Chirico of Marietta’s",2014,Aug 8th,http://www.star-revue.com/sad-news-death-matty-chirico-court-street/,4,"['Obituary', 'Uncategorized']"
"Saints Stage a One-Day Work Slowdown, by Holly Holyroller",2017,Apr 1st,http://www.star-revue.com/saints-stage-one-day-work-slowdown-holly-holyroller/,,['Uncategorized']
"Sandy brings state money to Red Hook  for local improvements, by George Fiala",2014,Jan 30th,http://www.star-revue.com/sandy-brings-state-money-to-red-hook-for-local-improvements-by-george-fiala/,,['Sandy Related']
"Sandy recovery  topic of community meeting at PS 15, by Harrison Neuhaus",2014,Jul 21st,http://www.star-revue.com/sandy-recovery-topic-of-community-meeting-at-ps-15-by-harrison-neuhaus/,1,"['Carlos Menchaca', 'Sandy Related']"
Santa Emphasized School Values at P.S. 676,2019,Jan 3rd,http://www.star-revue.com/santa-emphasized-school-values-at-p-s-676/,,['Kids']
"Santander Bank discovers Red Hook, by Nathan Weiser",2017,Feb 15th,http://www.star-revue.com/santander-bank-discovers-red-hook-nathan-weiser/,,['Local Issues - Red Hook']
Say Hello to Pioneer Works’ 2019 Residents,2019,Jan 29th,http://www.star-revue.com/say-hello-to-pioneer-works-2019-residents/,,['Arts']
"Sayo Gray’s star drafted by Toronto Blue Jays, by Nathan Weiser",2016,Aug 16th,http://www.star-revue.com/sayo-grays-star-drafted-toronto-blue-jays-nathan-weiser/,,"['Feature Story', 'Sports']"
"School News, by Sofia Baluyut",2017,Aug 10th,http://www.star-revue.com/school-news-sofia-baluyut/,,['Education']
"Secret Polish love letters, performed at Jalopy, review by Sofia Baluyut",2017,Jul 12th,http://www.star-revue.com/secret-polish-love-letters-performed-jalopy-review-sofia-baluyut/,,['Theater']
"Seniors get their own center, and Miccio gets its basement back, by George Fiala",2018,Jan 22nd,http://www.star-revue.com/seniors-get-center-miccio-gets-basement-back-george-fiala/,,['Red Hook Senior Center']
September Art News,2018,Sep 1st,http://www.star-revue.com/september-art-news/,,['Arts']
September art picks!,2018,Sep 13th,http://www.star-revue.com/september-art-picks/,,['Arts']
"Serve to Get Communities of Color over the Trump Hump, by Khary Bekka",2016,Dec 19th,http://www.star-revue.com/serve-get-communities-color-trump-hump-khary-bekka/,,"['Column', 'Election Coveratge']"
Shop ‘til You Drop Holiday Market Guide: Nine local markets to spend an afternoon at this month  By Erin DeGregorio,2018,Dec 4th,http://www.star-revue.com/shop-til-you-drop-holiday-market-guide-nine-local-markets-to-spend-an-afternoon-at-this-month-by-erin-degregorio/,,"['Holidays', 'Shopping']"
Silas van der Swaagh Opening Tonight…,2017,Nov 6th,http://www.star-revue.com/silas-van-der-swaagh-opening-tonight/,1,['Arts']
Siri Hutsvedt’s Memories of the Future ,2019,Apr 7th,http://www.star-revue.com/siri-hutsvedts-memories-of-the-future/,,"['Arts', 'Books']"
Skin deep,2019,Feb 5th,http://www.star-revue.com/skin-deep/,,['Red Hook Stories']
"Sky’s the limit for new Friends of the Red Hook Library, by George Fiala",2016,Feb 12th,http://www.star-revue.com/skys-the-limit-for-new-friends-of-the-red-hook-library-by-george-fiala/,,"['Carlos Menchaca', 'Library', 'Lillie Marshall']"
Slainte from the Star-Revue!: Celebrating St. Patrick’s Day in Brooklyn,2019,Mar 14th,http://www.star-revue.com/slainte-from-the-star-revue-celebrating-st-patricks-day-in-brooklyn/,,['Holidays']
Snatch a Master Workshop Spot with Stylist Alastair McKimm,2019,Apr 26th,http://www.star-revue.com/snatch-a-master-workshop-spot-with-stylist-alastair-mckimm/,,"['Arts', 'Education', 'Red Hook Labs']"
"So, what are you doing for Memorial Day weekend?",2019,May 24th,http://www.star-revue.com/so-what-are-you-doing-for-memorial-day-weekend/,2,['Holidays']
Solar Empowerment at Pioneer Works,2018,Sep 7th,http://www.star-revue.com/solar-empowerment/,,"['Arts', 'Pioneer Works']"
Some July arts news for you,2018,Jul 2nd,http://www.star-revue.com/july-arts-news/,1,['Arts']
Some progress in ballfield reconstruction by Nathan Weiser,2018,Aug 8th,http://www.star-revue.com/progress-ballfield-reconstruction/,3,['Red Hook Parks']
Something great I can almost guarantee you haven’t heard: Slack Mallard,2019,May 1st,http://www.star-revue.com/something-great-i-can-almost-guarantee-you-havent-heard-slack-mallard/,1,['Music']
Song of The Sadies: an interview with the band,2019,Apr 7th,http://www.star-revue.com/song-of-the-sadies-an-interview-with-the-band/,,['Music']
"South Brooklyn 4th of July, by George Fiala",2014,Jul 5th,http://www.star-revue.com/south-brooklyn-4th-of-july-by-george-fiala/,,['Holidays']
Space,2019,Feb 6th,http://www.star-revue.com/space/,,"['Real Estate', 'Red Hook Stories']"
Speaking Red Hook – Carlo and Ben’s new adventures,2015,Oct 8th,http://www.star-revue.com/speaking-red-hook-carlo-and-bens-new-adventures/,1,['Local Issues - Red Hook']
"Spring at the Brooklyn Botanical Garden, essay by Ramaa Reddy Raghavan ",2018,May 11th,http://www.star-revue.com/spring-brooklyn-botanical-garden-essay-ramaa-reddy-raghavan/,1,['Blog']
St. Mary Star of the Sea Displays Timely Banner by Laura Eng,2018,Nov 16th,http://www.star-revue.com/st-mary-star-of-the-sea-displays-timely-banner-by-laura-eng/,,['Religious News']
"Staking a claim in Red Hook, by Kelsey Liebenson-Morse",2018,Dec 4th,http://www.star-revue.com/staking-a-claim-in-red-hook-by-kelsey-liebenson-morse/,,['Red Hook Stories']
Star Revue brings home statewide awards in newspaper competition,2013,May 5th,http://www.star-revue.com/star-revue-brings-home-statewide-awards-in-newspaper-competition/,1,['Feature Story']
Star-Revue Primary Endorsements,2013,Sep 3rd,http://www.star-revue.com/star-revue-primary-endorsements/,2,['Politics']
"Star-Revue snags 4 awards in state-wide newspaper competition, by Kimberly Gail Price",2016,May 9th,http://www.star-revue.com/star-revue-snags-4-awards-state-wide-newspaper-competition-kimberly-gail-price/,,['NY Press Association']
Star-Revue wins prestigious statewide award,2014,Apr 7th,http://www.star-revue.com/star-revue-wins-prestigious-statewide-award/,,"['Editorials', 'Kimberly Gail Price']"
"Star-Revue wins three statewide newspaper awards, by George Fiala",2019,Apr 10th,http://www.star-revue.com/star-revue-wins-three-statewide-newspaper-awards-by-george-fiala/,,['Red Hook Star-Revue']
Star-Revue wins two awards in  state-wide newspaper competition,2015,Apr 6th,http://www.star-revue.com/star-revue-wins-two-awards-in-state-wide-newspaper-competition/,,['Photo Story']
Start Your Bay Ridge Day With a Turtle,2018,Aug 22nd,http://www.star-revue.com/start-bay-ridge-day-turtle/,,['Blog']
Statler Brother by Mike Cobb | Matt Statler,2018,Dec 4th,http://www.star-revue.com/statler-brother/,,"['Music', 'Neighborhood Profile']"
"Still Pushing for the Trolley, by Nathan Weiser",2017,Dec 14th,http://www.star-revue.com/still-pushing-trolley-nathan-weiser/,1,['BQX']
"Still time to catch the Iceberg show at Kentler, by Matt Caprioli",2018,Feb 16th,http://www.star-revue.com/still-time-catch-iceberg-show-kentler-matt-caprioli/,,"['Arts', 'Kentler Gallery']"
Street Co-Naming to Honor Defonte’s Former Owner Has Been Proposed,2019,May 5th,http://www.star-revue.com/street-co-naming-to-honor-defontes-former-owner-has-been-proposed/,0,"['Columbia Street', 'Community Board 6']"
"Strength in numbers confront NYCHA, by Nic Cavell",2013,Feb 3rd,http://www.star-revue.com/strength-in-numbers-confront-nyca-by-nic-cavell/,,['NYCHA']
"Stronger Together brings local non-profits money for job training, by George Fiala",2015,Feb 17th,http://www.star-revue.com/stronger-together-brings-local-non-profits-money-job-training-george-fiala/,,['NYCHA']
"SummerStage kicks off  Red Hook summer with a  great week of free shows!,  by Halley Bondy",2015,May 29th,http://www.star-revue.com/summerstage-kicks-off-red-hook-summer-with-a-great-week-of-free-shows-by-halley-bondy/,1,"['Music', 'Parks']"
"Summit Academy banquet a huge success, by George Fiala",2015,May 12th,http://www.star-revue.com/summit-academy-banquet-a-huge-success-by-george-fiala/,,['Education']
"Summit Academy boys basketball team dominate in home opener, by Nathan Weiser",2018,Nov 26th,http://www.star-revue.com/the-summit-academy-boys-basketball-team-dominated-their-home-opener/,,['Summit Academy']
Summit Academy boys basketball team has high expectations,2018,Nov 3rd,http://www.star-revue.com/summit-academy-boys-basketball-team-high-expectations/,,['Summit Academy']
Summit Academy’s Dorien Williams has been nominated for an award from the Brooklyn Nets,2018,Mar 27th,http://www.star-revue.com/summit-academys-dorien-williams-nominated-award-brooklyn-nets/,,['Summit Academy']
Summit and PAVE at Barclay’s!,2019,Mar 6th,http://www.star-revue.com/summit-and-pave-at-barclays/,,['Sports']
"Summit celebrates end of school with a gala, by Nathan Weiser",2018,Jul 20th,http://www.star-revue.com/summit-celebrates-end-school-gala/,,['Entertainment']
"Summit opens IKEA-renovated College Center to community, by Red Hook Star-Revue Staff",2016,Nov 11th,http://www.star-revue.com/summit-opens-ikea-renovated-college-center-community-red-hook-star-revue-staff/,,['Education']
"Summit seniors receive full college scholarships, by Emily Kluver",2017,Mar 8th,http://www.star-revue.com/summit-seniors-receive-full-college-scholarships-emily-kluver/,,['Education']
"Summit’s Analeza Edore wins school’s first athletic scholarship, by Nathan Weiser | Analeza",2018,May 7th,http://www.star-revue.com/summits-analeza-edore-wins-schools-first-athletic-scholarship-by-nathan-weiser/,3,['Summit Academy']
"Sunny Balzano’s beautiful life, by George Fiala",2016,Mar 9th,http://www.star-revue.com/sunny-balzanos-beautiful-life-by-george-fiala/,,['Feature Story']
"Superfund Project  moves on – a Primer,  by George Fiala",2013,Jun 10th,http://www.star-revue.com/superfund-project-moves-on-a-primer-by-george-fiala/,2,['Gowanus Canal']
"Superfund project on schedule, by George Fiala",2015,Mar 17th,http://www.star-revue.com/superfund-project-on-schedule-by-george-fiala/,,['Gowanus Canal']
"Supreme Court Justice enchants St. Francis students, by George Fiala",2017,Feb 12th,http://www.star-revue.com/supreme-court-justice-enchants-st-francis-students-george-fiala/,,['Court System']
"Swinging in the Rain, by Thee Thaw",2017,Apr 1st,http://www.star-revue.com/swinging-in-the-rain-by-thee-thaw/,,['Blue Pencil Lunar-Revue']
"TARGET MARGIN THEATER’S ‘MARJANA AND THE FORTY THIEVES’ IS CHARMING AT ITS BEST, BUT DISJOINTED.",2019,May 2nd,http://www.star-revue.com/target-margin-theaters-marjana-and-the-forty-thieves-is-charming-at-its-best-but-disjointed/,0,"['Arts', 'Sunset Park', 'Theater']"
TFANA’s lucid take on The Tragedy of Julius Caesar,2019,Apr 3rd,http://www.star-revue.com/tfnas-lucid-take-on-the-tragedy-of-julius-caesar/,,"['Arts', 'Theater']"
"THE GOWANUS CANAL NOW, by Mark Shames",2014,Sep 24th,http://www.star-revue.com/gowanus-canal-now-mark-shames/,,"['Column', 'Gowanus Canal']"
"THE STROMBERG REPORT, by Kimberly Gail Price",2013,Nov 27th,http://www.star-revue.com/the-stromberg-report-by-kimberly-gail-price/,3,['LICH']
Take Back Gowanus,2014,Jul 8th,http://www.star-revue.com/take-back-gowanus/,2,['Gowanus Canal']
"Take Back Gowanus  challenges Brad Lander’s “Shared Values,” by Harrison Neuhaus",2014,Jul 10th,http://www.star-revue.com/take-back-gowanus-challenges-brad-landers-shared-values-by-harrison-neuhaus/,4,['Gowanus Canal']
"Take It From the Turkey Expert, by Emily Kluver",2016,Nov 22nd,http://www.star-revue.com/take-turkey-expert-emily-kluver/,,['Red Hook Restaurants']
"Target Margin Theater’s “Marjana and The Forty Thieves” is Charming at its Best, but Disjointed.",2019,Mar 29th,http://www.star-revue.com/target-margin-theaters-marjana-and-the-forty-theives-is-charming-at-its-best-disjointed-at-its-worst/,,"['Arts', 'Theater']"
Teaching Feminism at Yeshiva,2019,Jan 4th,http://www.star-revue.com/teaching-feminism-at-yeshiva/,,"['Red Hook Stories', 'Trump']"
"Tell us in person, Mr. de Blasio",2014,Jul 6th,http://www.star-revue.com/tell-us-in-person-mr-de-blasio/,2,"['LICH', 'Politics']"
"That Crazy World of Politics, by George Fiala",2017,Mar 7th,http://www.star-revue.com/crazy-world-politics-george-fiala-2/,,"['Column', 'Politics']"
"That crazy world of politics, by George Fiala",2017,May 3rd,http://www.star-revue.com/crazy-world-politics-george-fiala-3/,,"['Bars', 'Column', 'Editorials', 'Estate Four', 'Transportation', 'Trucks']"
The 76th Precinct had their January monthly meeting,2018,Jan 8th,http://www.star-revue.com/76th-precinct-monthly-meeting/,,['76th Precinct']
"The 76th Precinct loses a gem, by George Fiala",2015,Feb 3rd,http://www.star-revue.com/76th-precinct-loses-gem-george-fiala/,,"['Carlos Menchaca', 'Police']"
"The Arrogance of the Parks Department, by George Fiala",2014,May 29th,http://www.star-revue.com/the-arrogance-of-the-parks-department-by-george-fiala/,2,"['Coffey Park', 'Community Board 6', 'Politics']"
The Award-Winning Star-Revue,2013,Apr 8th,http://www.star-revue.com/the-award-winning-star-revue/,1,['Uncategorized']
The Beginnings of Normalcy at LICH? by George Fiala,2013,Aug 20th,http://www.star-revue.com/the-beginnings-of-normalcy-at-lich-by-george-fiala/,3,['LICH']
The Brooklyn Women’s Cup in Sunset Park,2019,Mar 6th,http://www.star-revue.com/the-brooklyn-womens-cup-in-sunset-park/,,['Sports']
The Cats of Red Hook Story and photos by Vicki McIsaac,2018,Nov 16th,http://www.star-revue.com/the-cats-of-red-hook-story-and-photos-by-vicki-mcisaac/,2,"['Red Hook', 'Sandy Related']"
"The Crazy World of Politics,  by George Fiala",2014,Mar 9th,http://www.star-revue.com/the-crazy-world-of-politics-by-george-fiala/,1,['Politics']
"The Crazy World of Politics, by George Fiala",2015,Feb 10th,http://www.star-revue.com/crazy-world-politics-george-fiala/,2,"['Politics', 'Uncategorized']"
"The Darth Vader of Red Hook has struck again, by George Fiala",2018,Jan 3rd,http://www.star-revue.com/darth-vader-red-hook-struck-george-fiala/,2,"['Politics', 'Port Authority', 'Red Hook Containerport']"
"The Face Behind Red Hook’s Parks, by Emily Kluver",2017,Aug 8th,http://www.star-revue.com/face-behind-red-hooks-parks-emily-kluver/,,"['Neighborhood Profile', 'Red Hook Parks']"
"The Fish Gods of Erie Basin, by Noah Phillips",2016,Nov 4th,http://www.star-revue.com/fish-gods-erie-basin-noah-phillips/,,"['Environment', 'Photo Story', 'Waterfront']"
"The Glass Castle author’s time as  local community journalist, by Sarah Matusek",2017,Aug 2nd,http://www.star-revue.com/the-glass-castle-authors-time-local-community-journalist-sarah-matusek/,1,['Feature Story']
"The Governor and LICH, by Kimberly Gail Price",2013,Apr 5th,http://www.star-revue.com/the-governor-and-lich-by-kimberly-gail-price/,11,['LICH']
"The Great Atlantic Basin Mystery, by George Fiala",2015,Sep 3rd,http://www.star-revue.com/the-great-atlantic-basin-mystery-by-george-fiala/,1,"['Transportation', 'Waterfront']"
The Great Room Is a Hit  With Local Caregivers and Children,2019,Jan 8th,http://www.star-revue.com/the-great-room-is-a-hit-with-local-caregivers-and-children/,,"['Columbia Street', 'Health', 'Kids']"
The Hidden Histories of the Mary A. Whalen,2018,Jun 4th,http://www.star-revue.com/hidden-histories-mary-whalen/,,"['Feature Story', 'Neighborhood Profile']"
"The Hook to be invaded by thousands of racing fans, by Nathan Weiser",2017,Jul 12th,http://www.star-revue.com/hook-invaded-thousands-racing-fans-nathan-weiser/,1,['Formula E']
"The Importance of Tyquan’s Hook, by Nic Cavell",2013,Feb 15th,http://www.star-revue.com/the-importance-of-tyquans-hook-by-nic-cavell/,,['Feature Story']
"The Mayor’s new Brooklyn- Queens Trolley scheme,   by Floppity Eerzo",2016,Apr 1st,http://www.star-revue.com/mayors-new-brooklyn-queens-trolley-scheme-floppity-eerzo/,1,['Spoof']
The Miccio Center has a new program director,2019,Apr 1st,http://www.star-revue.com/the-miccio-center-has-a-new-program-director/,,['Community Organizations']
"The Monster That Surrounds You: Tyjuan Hill, Ronald Williams, and the 76th Precinct",2019,May 2nd,http://www.star-revue.com/the-monster-that-surrounds-you-tyjuan-hill-ronald-williams-and-the-76th-precinct/,0,['76th Precinct']
"The Music Man of Smith Street, by Emily Kluver",2017,Apr 12th,http://www.star-revue.com/music-man-smith-street-emily-kluver/,1,['Feature Story']
The Persistence of Morgan O’Hara,2019,Mar 9th,http://www.star-revue.com/the-persistence-of-morgan-ohara/,,"['Arts', 'Kentler Gallery']"
"The Quest for Justice Continues for Tony Sterling, by Nicole Rothwell",2016,Nov 2nd,http://www.star-revue.com/quest-justice-continues-tony-sterling-nicole-rothwell/,,"['Court System', 'Crime', 'Local Issues - Red Hook']"
"The Red Hook Civic Association discusses Thor Equities, movie shoots and more, by Nathan Weiser",2018,Mar 30th,http://www.star-revue.com/red-hook-civic-association-discusses-thor-equities-and-more/,1,['Red Hook Civic Association']
"The Red Hook Coalition – non profits  working for the community, by George Fiala",2014,May 8th,http://www.star-revue.com/the-red-hook-coalition-non-profits-working-for-the-community-by-george-fiala/,,"['Community Organizations', 'Sandy Related']"
The Return of The Record Shop,2019,Feb 1st,http://www.star-revue.com/the-return-of-the-record-shop/,,['Music']
"The Rockaway Post Theatre Company Presents “A View From the Bridge,”  A review by Nino Pantano",2018,Nov 14th,http://www.star-revue.com/rockaway-post-theatre-company-presents-view-bridge-review-nino-pantano/,1,['Theater']
The South West Brooklyn Fall Festival,2018,Sep 11th,http://www.star-revue.com/south-west-brooklyn-fall-festival/,,"['Arts', 'Entertainment']"
"The Star-Revue Red Hook wish list for 2014, by George Fiala",2014,Jan 27th,http://www.star-revue.com/the-star-revue-red-hook-wish-list-for-2014-by-george-fiala/,,['Editorials']
The Star-Revue captures “Ippies” award  in CUNY journalism competition by Kimberly Gail Price,2017,May 30th,http://www.star-revue.com/star-revue-captures-ippies-award-cuny-journalism-competition-kimberly-gail-price/,,['Uncategorized']
